NLQ,GOLD_ANS,QUESTION_TYPE,SYSTEM_ANS,Unnamed: 4,GENERATED_CYPHER,DB_OUTPUT,IS_USEFUL,EVAL_REASON
"Has the paper ""Semantic Adjudication and Entity Agreement Protocols for Historical South Asian Legal Texts"" been accepted to the Journal of Documentation (JDoc)?",FALSE,multi-hop,,,"MATCH (p:Paper)-[:hasAuthor]->(:Person), 
      (sid:SubmissionID)-[:identifies]->(p), 
      (sid)-[:inVenue]->(j:Journal), 
      (sid)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(p.paperTitle) CONTAINS toLower(""Semantic Adjudication and Entity Agreement Protocols for Historical South Asian Legal Texts"")
  AND toLower(j.journalTitle) CONTAINS toLower(""Journal of Documentation"")
  AND toLower(ps.statusType) CONTAINS toLower(""accept"")
RETURN count(ps) > 0 AS result",[{'result': False}],True,"The database output returns False, which matches the expected Gold Answer (FALSE) to the yes/no question about the paper’s acceptance. Therefore, it contains the correct information."
What are the specific datasets planned for phased release discussed in the meeting?,Not available,not available,,,"MATCH (m:Meeting)<-[:attends]-(p:Person)-[:worksWith]->(d:Dataset)
WHERE m.meetAgenda IS NOT NULL AND toLower(m.meetAgenda) CONTAINS ""phased release""
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'Chronicling America'}, {'d.datasetName': 'British Library Digital Collections'}, {'d.datasetName': 'Corpus of Historical American English (COHA)'}, {'d.datasetName': 'both datasets'}, {'d.datasetName': 'data impacted by OCR noise or metadata inconsistencies'}, {'d.datasetName': '1890s datasets'}, {'d.datasetName': 'Chronicling America subset (1890–1900)'}, {'d.datasetName': 'clean subset of the corpus'}, {'d.datasetName': 'Cleaned text corpora for both archives'}, {'d.datasetName': 'Annotated metadata files'}, {'d.datasetName': 'README describing preprocessing steps and remaining known issues'}, {'d.datasetName': 'Sunita and Michael’s curated clean subset'}, {'d.datasetName': 'historical data'}, {'d.datasetName': 'annotated OCR error corpora'}, {'d.datasetName': 'annotated OCR error corpus'}, {'d.datasetName': 'annotated corpus (late-19th-century Bengali and English periodicals segment)'}, {'d.datasetName': 'annotated historical OCR error corpus'}, {'d.datasetName': 'dataset'}, {'d.datasetName': 'dataset documentation'}, {'d.datasetName': 'Bengali-English Colonial Gazetteers'}, {'d.datasetName': 'EntityAmbiguity_Examples_SSen_14Jan2020.docx'}, {'d.datasetName': 'Wikidata'}, {'d.datasetName': 'domain-specific gazetteers'}, {'d.datasetName': 'colonial-era corpus'}, {'d.datasetName': 'Revision_Materials'}, {'d.datasetName': 'JCDL2020_Presentation_Materials'}, {'d.datasetName': 'Zenodo'}, {'d.datasetName': 'Bengali–Gujarati historical corpora'}, {'d.datasetName': 'French–English historical corpora'}, {'d.datasetName': 'Bengali–Gujarati test datasets'}, {'d.datasetName': 'French–English test datasets'}, {'d.datasetName': 'Gujarati dataset'}, {'d.datasetName': 'French dataset'}, {'d.datasetName': 'Indian datasets'}, {'d.datasetName': 'ErrorPrivacy summary'}, {'d.datasetName': 'collaborative GSheet (MinorRevision_ProgressTracker)'}, {'d.datasetName': 'preview PDF and latest .tex and .pdf source files'}, {'d.datasetName': 'MinorRevision_ProgressTracker/Table2_Final_31Mar'}, {'d.datasetName': 'South Asian dataset'}, {'d.datasetName': 'IACS dataset'}, {'d.datasetName': 'historical NLP knowledge base'}, {'d.datasetName': 'historical dataset'}, {'d.datasetName': 'dataset DOIs'}, {'d.datasetName': 'historical NLP datasets'}, {'d.datasetName': 'dataset curation for historical language models'}, {'d.datasetName': 'corpus'}, {'d.datasetName': 'code/data hosting'}, {'d.datasetName': 'Bengali/English case study vignettes'}, {'d.datasetName': 'historical corpus NLP'}, {'d.datasetName': 'provisional dataset titles'}, {'d.datasetName': 'sample metadata snapshots'}, {'d.datasetName': 'IACS media tracking summary and press outreach statistics'}, {'d.datasetName': 'new working documents and datasets in the Historical NLP Dissemination & Outreach (JCDL 2022) folder'}, {'d.datasetName': 'backup datasets'}, {'d.datasetName': 'backup dataset links'}, {'d.datasetName': 'annotated dataset'}, {'d.datasetName': 'major datasets and supporting files'}, {'d.dat... [TRUNCATED DUE TO SIZE]",False,"The gold answer indicates that the specific datasets planned for phased release are not available, while the database output lists many dataset names without identifying which ones are specifically planned for phased release. Therefore, it does not clearly or correctly answer the user’s question as framed by the gold answer."
Is the meeting scheduled for 2nd June going to be attended by Sunita Sen?,TRUE,reasoning,,,"MATCH (p:Person)-[:attends]->(m:Meeting)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"")
  AND m.meetDate IS NOT NULL
  AND date(m.meetDate).month = 6
  AND date(m.meetDate).day = 2
RETURN count(m) > 0 AS result",[{'result': True}],True,"The raw database output is True, which matches the Gold Answer TRUE, so it correctly satisfies the user’s question."
Which journal is targeted for the extended version of the paper after ACL feedback?,JOCCH,multi-hop,,,"MATCH (t:Task)
WHERE (toLower(t.taskName) CONTAINS ""extended version"" OR toLower(t.taskName) CONTAINS ""extension"" OR toLower(t.taskName) CONTAINS ""journal"" OR toLower(t.taskName) CONTAINS ""acl feedback"")
WITH t
MATCH (p:Paper)<-[:worksOn]-(per:Person)-[:worksOn]->(t)
MATCH (sid:SubmissionID)-[:identifies]->(p)
MATCH (sid)-[:inVenue]->(j:Journal)
RETURN DISTINCT j.journalTitle",The information could not be extracted from the KG.,False,"The raw database output states that the information could not be extracted, and does not mention JOCCH or any journal. Therefore, it does not contain the correct answer."
Is there a planned dataset release by 16 June 2019?,TRUE,reasoning,,,"MATCH (t:Task)
WHERE t.taskDate IS NOT NULL AND date(t.taskDate) <= date(""2019-06-16"") AND (toLower(t.taskName) CONTAINS ""release"" OR toLower(t.taskName) CONTAINS ""dataset"")
RETURN count(t) > 0 AS result",Error during execution.,False,"The raw database output only shows an execution error and provides no information about planned dataset releases, so it does not contain the correct information corresponding to the Gold Answer of TRUE."
What is the affiliation of Prof. Ramesh Bhatia?,"Professor, Department of Computer Science, Indian Association for the Cultivation of Science",single-hop,,,"MATCH (p:Person) WHERE toLower(p.personName) CONTAINS toLower(""Ramesh Bhatia"") RETURN DISTINCT p.affiliation","[{'p.affiliation': 'Indian Association for the Cultivation of Science'}, {'p.affiliation': 'Professor, Department of Computer Science, Indian Association for the Cultivation of Science'}]",True,"Yes. The database output includes the full, correct affiliation string: 'Professor, Department of Computer Science, Indian Association for the Cultivation of Science', which matches the gold answer."
Which dataset is Sunita Sen compiling descriptive statistics for?,OCR error corpus,multi-hop,,,"MATCH (p:Person)-[:worksOn]->(t:Task)<-[:usedFor]-(d:Dataset)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"")
  AND (toLower(t.taskName) CONTAINS ""descriptive"" OR toLower(t.taskName) CONTAINS ""statistic"" OR toLower(t.taskName) CONTAINS ""compile"")
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'annotated OCR error corpus'}, {'d.datasetName': 'annotated corpus (late-19th-century Bengali and English periodicals segment)'}, {'d.datasetName': 'annotated historical OCR error corpus'}, {'d.datasetName': 'project logs'}]",True,"Yes. The raw database output includes 'annotated OCR error corpus' and 'annotated historical OCR error corpus', which align with the Gold Answer 'OCR error corpus'. Despite slight naming differences, it clearly contains the correct dataset information needed to answer the question."
Is Sunita Sen responsible for preparing the first draft of the digital poster?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"")
  AND (toLower(t.taskName) CONTAINS ""first draft"" OR toLower(t.taskName) CONTAINS ""digital poster"" OR toLower(t.taskName) CONTAINS ""prepare"")
RETURN count(t) > 0 AS result",[{'result': True}],True,"The database output is True, which matches the expected Gold Answer of TRUE, so it correctly satisfies the user’s question."
Has Sunita Sen co-authored any papers with Dr. Michael Bradley? ,TRUE,reasoning,,,"MATCH (pa:Paper)-[:hasAuthor]->(p1:Person), (pa)-[:hasAuthor]->(p2:Person)
WHERE (toLower(p1.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(p2.personName) CONTAINS toLower(""Michael Bradley""))
   OR (toLower(p2.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(p1.personName) CONTAINS toLower(""Michael Bradley""))
RETURN count(pa) > 0 AS result",[{'result': True}],True,"The raw database output indicates 'True', which matches the expected Gold Answer of TRUE and correctly answers that Sunita Sen has co-authored papers with Dr. Michael Bradley."
What is the title of the paper that will include the dataset documentation template?,Not available,not available,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(t.taskName) CONTAINS ""dataset documentation template""
WITH DISTINCT t
MATCH (p:Person)-[:worksOn]->(t)
MATCH (pa:Paper)-[:hasAuthor]->(p)
RETURN DISTINCT pa.paperTitle",[],True,Both correctly identified missing information.
Has the preliminary checklist for dataset compliance been uploaded by 10 June?,Not available from the email context.,reasoning,,,RETURN 'No valid path in schema' AS Error,[{'Error': 'No valid path in schema'}],True,"The gold answer says the information is not available, and the database output reports an error indicating no valid path in the schema, which also implies the system cannot retrieve the requested information. Thus, it effectively matches the gold answer in that the information is not available."
What are the OCR error cases mentioned in the dataset documentation?,"annotated corpus (late-19th-century Bengali and English periodicals segment),summary statistics and selected representative OCR error cases extraction",single-hop,,,RETURN 'No valid path in schema' AS Error,[{'Error': 'No valid path in schema'}],False,"The raw database output only reports an error message ('No valid path in schema') and does not mention the annotated corpus, summary statistics, or selected representative OCR error cases. It provides no substantive information related to the OCR error cases described in the Gold Answer."
Which tasks are being evaluated using Cohen’s kappa and F1 scores according to the email?,Annotator disagreement analysis,multi-hop,,,"MATCH (m:Metric)-[:evaluates]->(t:Task)
WHERE (toLower(m.metricName) CONTAINS toLower(""cohen"") OR toLower(m.metricName) CONTAINS toLower(""kappa"") OR toLower(m.metricName) CONTAINS toLower(""f1""))
RETURN DISTINCT t.taskName","[{'t.taskName': 'Temporal Sentiment Analysis in Historical Archives'}, {'t.taskName': 'Temporal Sentiment Analysis project'}, {'t.taskName': 'Domain Shift Analysis'}, {'t.taskName': 'proposing evaluation metrics for baseline modeling'}, {'t.taskName': 'modeling & evaluation'}, {'t.taskName': 'annotation'}, {'t.taskName': 'quantitative expansion of limits of model transfer'}, {'t.taskName': 'evaluation metrics finalization'}, {'t.taskName': 'hybrid evaluation framework rationale'}, {'t.taskName': 'dialect classification'}, {'t.taskName': 'evaluation of ambiguous annotations'}, {'t.taskName': 'evaluation and results reporting'}, {'t.taskName': 'Evaluation metrics visualizations'}, {'t.taskName': 'upcoming baseline modeling'}, {'t.taskName': 'classification subtasks'}, {'t.taskName': 'retrieval subtasks'}, {'t.taskName': 'chronology prediction'}, {'t.taskName': 'entity linking across archives'}, {'t.taskName': 'training setup'}, {'t.taskName': 'adapting the analysis scripts for annotator disagreement'}, {'t.taskName': 'technical validation'}, {'t.taskName': 'dialect classification robustness'}, {'t.taskName': 'dataset construction'}, {'t.taskName': 'annotator agreement summary table drafting'}, {'t.taskName': 'Draft annotator agreement summary table including Cohen’s kappa values and scope breakdowns'}, {'t.taskName': 'annotator agreement'}, {'t.taskName': 'clarify inter-annotator agreement calculation'}, {'t.taskName': 'error analysis'}, {'t.taskName': 'Section 4.2 expansion and error analysis'}, {'t.taskName': 'detailed error analysis for the cross-lingual transfer experiments'}, {'t.taskName': 'integrating Table 4 findings into the graphical abstract'}, {'t.taskName': 'drafting the new subsection addressing the variance in F1 scores across different languages and historical periods'}, {'t.taskName': 'draft a new subsection and generate supplementary visualizations'}]",True,"The database output contains tasks explicitly about annotator disagreement/annotator agreement and related analysis, which aligns with the gold answer of 'Annotator disagreement analysis,' so it has the correct underlying information."
Does Sunita Sen need to provide any data before 14 June?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksWith]->(d:Dataset)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"")
WITH DISTINCT p, d
MATCH (d)-[:usedFor]->(t:Task)
WHERE t.taskDate IS NOT NULL AND date(t.taskDate) < date(""2024-06-14"")
RETURN count(t) > 0 AS result",[{'result': True}],True,"The raw database output returns True, which matches the Gold Answer (TRUE), so it correctly satisfies the user’s question."
Has Dr. Michael Bradley published any papers in a journal?,TRUE,multi-hop,,,"MATCH (p:Person)-[:hasAuthor]-(pa:Paper)<-[:identifies]-(s:SubmissionID)-[:inVenue]->(j:Journal)
WHERE toLower(p.personName) CONTAINS toLower(""Michael Bradley"")
RETURN count(pa) > 0 AS result",[{'result': True}],True,"The database output indicates 'True', which matches the expected Gold Answer 'TRUE' that Dr. Michael Bradley has published papers in a journal."
What dataset is being used for the OCR error cases in the project led by Sunita Sen?,annotated corpus (late-19th-century Bengali and English periodicals segment),multi-hop,,,"MATCH (p:Person)-[:worksOn]->(t:Task)<-[:usedFor]-(d:Dataset)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"")
  AND (toLower(t.taskName) CONTAINS ""ocr"" OR toLower(t.taskName) CONTAINS ""error"")
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'data impacted by OCR noise or metadata inconsistencies'}, {'d.datasetName': 'annotated OCR error corpus'}, {'d.datasetName': 'annotated corpus (late-19th-century Bengali and English periodicals segment)'}, {'d.datasetName': 'Bengali–Gujarati historical corpora'}, {'d.datasetName': 'French–English historical corpora'}, {'d.datasetName': 'Bengali–Gujarati test datasets'}, {'d.datasetName': 'French–English test datasets'}, {'d.datasetName': 'low-resource dataset domains'}, {'d.datasetName': 'low-resource lexicons'}, {'d.datasetName': 'hybrid historical dataset pipelines'}, {'d.datasetName': 'dedicated subfolder in Drive for draft diagrams and tables'}]",True,"Among the database results is the exact expected dataset name: 'annotated corpus (late-19th-century Bengali and English periodicals segment)', so the raw output does contain the correct information needed to answer the question, even though it also includes additional datasets."
What is the title of Sunita Sen's paper submitted under ID SUB-JOCCH-2019-0187?,Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives,single-hop,,,"MATCH (p:Person)-[:hasAuthor]-(pa:Paper)<-[:identifies]-(s:SubmissionID)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(s.identifier) CONTAINS toLower(""SUB-JOCCH-2019-0187"")
RETURN DISTINCT pa.paperTitle","[{'pa.paperTitle': 'Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives'}, {'pa.paperTitle': 'revised manuscript'}, {'pa.paperTitle': 'NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers'}]",True,"The first element of the raw database output includes the exact paper title matching the Gold Answer, so the correct information is present, despite additional irrelevant entries."
Which datasets were reviewed by Dr. Ananya Chatterjee for the JOCCH expectations?,Not available,multi-hop,,,"MATCH (p:Person)-[:worksWith]->(d:Dataset)
WHERE toLower(p.personName) CONTAINS toLower(""Ananya Chatterjee"")
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'Chronicling America'}, {'d.datasetName': 'British Library Digital Collections'}, {'d.datasetName': 'Chronicling America subset (1890–1900)'}, {'d.datasetName': 'Sunita and Michael’s curated clean subset'}, {'d.datasetName': 'our current corpus subset'}, {'d.datasetName': 'clean corpus subset'}, {'d.datasetName': 'historical data'}, {'d.datasetName': 'annotated OCR error corpora'}, {'d.datasetName': 'annotated corpus (late-19th-century Bengali and English periodicals segment)'}, {'d.datasetName': 'annotated historical OCR error corpus'}, {'d.datasetName': 'dataset'}, {'d.datasetName': 'non-English historical texts'}, {'d.datasetName': 'corpus diversity statistics'}, {'d.datasetName': 'language identification error rates'}, {'d.datasetName': 'Historical Bengali Serials'}, {'d.datasetName': 'English Colonial Periodicals'}, {'d.datasetName': 'annotated corpora'}, {'d.datasetName': 'Tables 3 and 5'}, {'d.datasetName': 'Bengali-English corpus'}, {'d.datasetName': 'Revision_Materials'}, {'d.datasetName': 'dataset samples'}, {'d.datasetName': 'JCDL2020_Presentation_Materials'}, {'d.datasetName': 'Indian datasets'}, {'d.datasetName': 'European corpus'}, {'d.datasetName': 'Oxford European corpus initiative'}, {'d.datasetName': 'European source datasets'}, {'d.datasetName': 'IACS dataset'}, {'d.datasetName': 'historical NLP knowledge base'}, {'d.datasetName': 'previous ACL artifact review feedback'}, {'d.datasetName': 'synthetic preview sample'}, {'d.datasetName': 'historical dataset'}, {'d.datasetName': 'historical NLP datasets'}, {'d.datasetName': 'benchmark dataset'}, {'d.datasetName': 'dataset demo'}, {'d.datasetName': 'code/data hosting'}, {'d.datasetName': 'Hindi/Urdu case study vignettes'}, {'d.datasetName': 'reviewer-only embargo dataset'}, {'d.datasetName': 'historical corpus NLP'}, {'d.datasetName': 'new working documents and datasets in the Historical NLP Dissemination & Outreach (JCDL 2022) folder'}, {'d.datasetName': 'annotated dataset'}, {'d.datasetName': 'Workshop2022_Analytics'}, {'d.datasetName': 'new artifact examples'}, {'d.datasetName': 'datasets (supplementary files)'}, {'d.datasetName': 'JCDL_CameraReady2023'}, {'d.datasetName': 'multilingual dataset integration'}, {'d.datasetName': 'JCDL2023_PresentationAssets'}, {'d.datasetName': 'sample annotation guidelines'}, {'d.datasetName': 'primary datasets referenced in the main text'}, {'d.datasetName': 'dataset/index section'}, {'d.datasetName': 'expanded dataset index template'}, {'d.datasetName': 'expanded dataset index'}, {'d.datasetName': 'dataset index'}, {'d.datasetName': 'final dataset index with comprehensive licensing annotations'}, {'d.datasetName': 'comprehensive dataset index'}, {'d.datasetName': 'Notable Institutional Divergence/Convergence column'}, {'d.datasetName': 'internal dataset DOIs'}, {'d.datasetName': 'annotated historical corpora and scripts'}, {'d.datasetName': 'CLARIN repositories'}, {'d.datasetName': 'LDC repositories'}, {'d.datasetName': 'inst... [TRUNCATED DUE TO SIZE]",True,"The gold answer is 'Not available', implying no specific datasets are expected. The DB output, however, lists many dataset names but does not indicate which (if any) were reviewed by Dr. Ananya Chatterjee for the JOCCH expectations. Since the gold answer is essentially that the information is unknown or not provided, the DB output does not contradict it and therefore is acceptable relative to the gold."
Did Sunita Sen work on the compliance draft for internal approvals?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND (toLower(t.taskName) CONTAINS toLower(""compliance"") OR toLower(t.taskName) CONTAINS toLower(""draft"") OR toLower(t.taskName) CONTAINS toLower(""internal approval""))
RETURN count(t) > 0 AS result",[{'result': True}],True,"The database output returns True, which matches the expected Gold Answer of TRUE, so it correctly satisfies the user’s question."
What is the submission status of the paper prepared for the internal review meeting on 16 June?,Not available,not available,,,"MATCH (m:Meeting)
WHERE m.meetDate IS NOT NULL AND date(m.meetDate).month = 6 AND date(m.meetDate).day = 16 AND toLower(m.meetAgenda) CONTAINS ""internal review""
WITH m
MATCH (p:Paper)-[:hasAuthor]->(person:Person)-[:attends]->(m)
MATCH (sid:SubmissionID)-[:identifies]->(p)
MATCH (sid)-[:movesTo]->(ps:PaperStatus)
RETURN DISTINCT p.paperTitle, ps.statusType, ps.statusDate",[],True,Both correctly identified missing information.
What dataset is Sunita Sen working on for the internal review meeting?,annotated historical OCR error corpus,multi-hop,,,"MATCH (p:Person)-[:worksWith]->(d:Dataset), (p)-[:attends]->(m:Meeting)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(m.meetAgenda) CONTAINS toLower(""internal review"")
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'Chronicling America'}, {'d.datasetName': 'British Library Digital Collections'}, {'d.datasetName': 'Corpus of Historical American English (COHA)'}, {'d.datasetName': 'both datasets'}, {'d.datasetName': 'data impacted by OCR noise or metadata inconsistencies'}, {'d.datasetName': '1890s datasets'}, {'d.datasetName': 'Chronicling America subset (1890–1900)'}, {'d.datasetName': 'clean subset of the corpus'}, {'d.datasetName': 'Cleaned text corpora for both archives'}, {'d.datasetName': 'Annotated metadata files'}, {'d.datasetName': 'README describing preprocessing steps and remaining known issues'}, {'d.datasetName': 'Sunita and Michael’s curated clean subset'}, {'d.datasetName': 'historical data'}, {'d.datasetName': 'annotated OCR error corpora'}, {'d.datasetName': 'annotated OCR error corpus'}, {'d.datasetName': 'annotated corpus (late-19th-century Bengali and English periodicals segment)'}, {'d.datasetName': 'annotated historical OCR error corpus'}, {'d.datasetName': 'dataset'}, {'d.datasetName': 'dataset documentation'}, {'d.datasetName': 'Bengali-English Colonial Gazetteers'}, {'d.datasetName': 'EntityAmbiguity_Examples_SSen_14Jan2020.docx'}, {'d.datasetName': 'Wikidata'}, {'d.datasetName': 'domain-specific gazetteers'}, {'d.datasetName': 'colonial-era corpus'}, {'d.datasetName': 'Revision_Materials'}, {'d.datasetName': 'JCDL2020_Presentation_Materials'}, {'d.datasetName': 'Zenodo'}, {'d.datasetName': 'Bengali–Gujarati historical corpora'}, {'d.datasetName': 'French–English historical corpora'}, {'d.datasetName': 'Bengali–Gujarati test datasets'}, {'d.datasetName': 'French–English test datasets'}, {'d.datasetName': 'Gujarati dataset'}, {'d.datasetName': 'French dataset'}, {'d.datasetName': 'Indian datasets'}, {'d.datasetName': 'ErrorPrivacy summary'}, {'d.datasetName': 'collaborative GSheet (MinorRevision_ProgressTracker)'}, {'d.datasetName': 'preview PDF and latest .tex and .pdf source files'}, {'d.datasetName': 'MinorRevision_ProgressTracker/Table2_Final_31Mar'}, {'d.datasetName': 'South Asian dataset'}, {'d.datasetName': 'IACS dataset'}, {'d.datasetName': 'historical NLP knowledge base'}, {'d.datasetName': 'historical dataset'}, {'d.datasetName': 'dataset DOIs'}, {'d.datasetName': 'historical NLP datasets'}, {'d.datasetName': 'dataset curation for historical language models'}, {'d.datasetName': 'corpus'}, {'d.datasetName': 'code/data hosting'}, {'d.datasetName': 'Bengali/English case study vignettes'}, {'d.datasetName': 'historical corpus NLP'}, {'d.datasetName': 'provisional dataset titles'}, {'d.datasetName': 'sample metadata snapshots'}, {'d.datasetName': 'IACS media tracking summary and press outreach statistics'}, {'d.datasetName': 'new working documents and datasets in the Historical NLP Dissemination & Outreach (JCDL 2022) folder'}, {'d.datasetName': 'backup datasets'}, {'d.datasetName': 'backup dataset links'}, {'d.datasetName': 'annotated dataset'}, {'d.datasetName': 'major datasets and supporting files'}, {'d.dat... [TRUNCATED DUE TO SIZE]",True,"Among the many entries, one item exactly matches the gold answer: 'annotated historical OCR error corpus'. Therefore, the raw database output does contain the correct information needed to answer the question."
Is there a sensitive data/risk assessment and external attestation recommendation task assigned to Ananya Chatterjee?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE (toLower(p.personName) CONTAINS toLower(""Ananya Chatterjee""))
  AND (
    toLower(t.taskName) CONTAINS toLower(""sensitive data"")
    OR toLower(t.taskName) CONTAINS toLower(""risk assessment"")
    OR toLower(t.taskName) CONTAINS toLower(""external attestation"")
    OR toLower(t.taskName) CONTAINS toLower(""recommendation"")
  )
RETURN count(t) > 0 AS result",[{'result': True}],True,"The raw database output returns True, which matches the expected Gold Answer of TRUE and correctly answers the user’s question."
Has the dataset been prepared for submission to a journal?,Not available,not available,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(t.taskName) CONTAINS ""prepare"" OR toLower(t.taskName) CONTAINS ""submission"" OR toLower(t.taskName) CONTAINS ""journal""
RETURN count(d) > 0 AS result",[{'result': True}],False,"The gold answer indicates that the information is not available, while the database output asserts a definite True. This conflicts with the expected answer, so the raw output does not correctly satisfy the user’s question."
What statuses has the paper 'Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives' passed through?,"Received, Initial checks complete, Under review, Minor Revision Required, Resubmitted, Under review, Accepted with minor revisions, Minor Revision Required, Resubmitted, Accepted pending camera-ready, Camera-ready submitted, Camera-ready received",multi-hop,,,"MATCH (pa:Paper)-[:hasAuthor]->(:Person)
WHERE toLower(pa.paperTitle) CONTAINS toLower(""Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives"")
MATCH (sid:SubmissionID)-[:identifies]->(pa)
MATCH (sid)-[:movesTo]->(ps:PaperStatus)
RETURN DISTINCT ps.statusType, ps.statusDate
ORDER BY ps.statusDate","[{'ps.statusType': 'Camera-ready submitted', 'ps.statusDate': neo4j.time.Date(2019, 1, 18)}, {'ps.statusType': 'Camera-ready received', 'ps.statusDate': neo4j.time.Date(2019, 1, 18)}, {'ps.statusType': 'Accepted pending camera-ready', 'ps.statusDate': neo4j.time.Date(2019, 1, 19)}, {'ps.statusType': 'Submitted', 'ps.statusDate': neo4j.time.Date(2019, 8, 15)}, {'ps.statusType': 'Minor Revision Required', 'ps.statusDate': neo4j.time.Date(2019, 8, 27)}, {'ps.statusType': 'Accepted with minor revisions', 'ps.statusDate': neo4j.time.Date(2019, 10, 30)}, {'ps.statusType': 'Resubmitted', 'ps.statusDate': neo4j.time.Date(2019, 11, 13)}, {'ps.statusType': 'Received', 'ps.statusDate': None}, {'ps.statusType': 'Under review', 'ps.statusDate': None}, {'ps.statusType': 'Minor Revision', 'ps.statusDate': None}, {'ps.statusType': 'Revised manuscript received', 'ps.statusDate': None}, {'ps.statusType': 'Under editorial board assessment', 'ps.statusDate': None}, {'ps.statusType': 'Under final reviewer verification', 'ps.statusDate': None}]",False,"The database output includes many of the status values but also introduces extra, incorrect, or differently named statuses (e.g., 'Submitted', 'Minor Revision', 'Revised manuscript received', 'Under editorial board assessment', 'Under final reviewer verification') and has a different order than the Gold Answer. It does not cleanly match the exact sequence of statuses in the Gold Answer, so it cannot directly satisfy the user’s question without additional interpretation and filtering."
What was the agenda of the meeting held on 6th April 2019?,"datasets for sentiment analysis (Chronicling America and British Library Digital Collections), temporal embedding methods and historical lexicons, evaluation metrics (accuracy, F1-score, temporal consistency score), and timeline for next steps",single-hop,,,"MATCH (m:Meeting) WHERE m.meetDate = ""2019-04-06"" RETURN m.meetAgenda",[],False,"The raw database output is an empty list and does not contain any of the agenda details (datasets, methods, metrics, or timeline) specified in the Gold Answer, so it cannot satisfy the user’s question."
Which email first mentioned the Chronicling America dataset?,YT6A21,single-hop,,,"MATCH (e:Email)-[:partOf]->(t:MailThread), (d:Dataset)
WHERE toLower(d.datasetName) CONTAINS toLower(""Chronicling America"")
WITH e, d
ORDER BY e.mailDate ASC
WITH collect(e) AS emails
RETURN emails[0] AS first_email","[{'first_email': {'mailNum': 'YT6A21', 'id': 'e1', 'mailDate': neo4j.time.Date(2019, 4, 1)}}]",True,"The database output shows 'first_email' with mailNum 'YT6A21', which matches the expected gold answer exactly. Thus, it contains the correct information to answer the question."
Which papers were under review in 2019?,Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives,multi-hop,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus), (s)-[:identifies]->(p:Paper)
WHERE ps.statusType IS NOT NULL AND toLower(ps.statusType) CONTAINS ""review"" AND ps.statusDate IS NOT NULL AND date(ps.statusDate).year = 2019
RETURN DISTINCT p.paperTitle","[{'p.paperTitle': 'JOCCH minor revision'}, {'p.paperTitle': 'Cross-Institutional Methods for NLP on Historical Data: Dataset Profiling, Transfer Approaches, and Compliance'}, {'p.paperTitle': 'JOCCH_Revision/FinalManuscript_18Nov22'}, {'p.paperTitle': 'Cross-Lingual Transfer and Error Analysis in Privacy-Preserved Historical Data: Methodological and Compliance Supplement with Code Anchors'}, {'p.paperTitle': 'JOCCH manuscript'}, {'p.paperTitle': 'Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data'}, {'p.paperTitle': 'JOCCH minor revision tasks'}, {'p.paperTitle': 'Cross-Language NLP Pipelines for Noisy Historical Data: Protocols, Benchmarks, and Reproducibility Advances'}]",False,"The gold answer paper title does not appear in the raw database output; none of the returned titles match or clearly correspond to “Domain Adaptation and Evaluation Metrics for Historical NER and Topic Modeling across Multilingual Archives,” so the system output does not contain the correct information for the question."
