:ID,taskDate,taskName,:LABEL
tk993,2020-09-30,prepare draft outline for JOCCH article,Task
tk994,2019-08-12,Share a preliminary outline for the JOCCH article,Task
tk995,,Coordinate on feedback compilation and the initial repository structure,Task
tk997,,Review institutional guidelines for sharing resources and provide input at the next meeting,Task
tk998,2024-08-12,drafting a preliminary outline for the paper,Task
tk999,2024-08-12,target date for input on core structure,Task
tk1000,2024-08-11,send the draft outline,Task
tk1001,2024-09-30,delegate writing tasks and set internal milestones for a late September submission,Task
tk1002,,,Task
tk1004,,collate any unique outreach messages for possible inclusion in the paper,Task
tk1005,,review logistical considerations or journal-specific guidelines,Task
tk1006,,,Task
tk1007,,Corpus Design,Task
tk1008,,Normalization Pipeline,Task
tk1009,,Reproducibility Framework,Task
tk1011,,"Appendices: Demo scripts, figures, supplementary materials",Task
tk1012,,normalization,Task
tk1013,,,Task
tk1016,,finalize writing assignments,Task
tk1017,,clarify supplementary documentation requirements,Task
tk1018,,review JOCCH’s open-data and reproducibility guidelines,Task
tk1019,,distribute sections among co-authors based on expertise and interest,Task
tk1021,,"confirm the format for supplementary materials—figures, demo scripts, and feedback excerpts",Task
tk1023,,discuss timeline for internal drafts and select a provisional submission date,Task
tk1025,,review the most recent JOCCH guidelines,Task
tk1027,,open-data policy,Task
tk1031,,brainstorm concrete ideas for the ACM Digital Library’s public-facing summary or lay abstract,Task
tk1033,this Friday,"compile relevant sections on data/code availability, supplementary materials, and public-facing summaries into a shared document",Task
tk1036,,prepare a short example ACM lay abstract,Task
tk1038,,prepare the summary of JOCCH’s submission requirements,Task
tk1039,,integrate sections on institutional compliance and draft the initial lay abstract,Task
tk1041,Friday,review the attached guide and propose any agenda additions,Task
tk1045,,reviewing Stanford’s and IACS’s institutional data policies,Task
tk1046,by the weekend,summarizing relevant compliance recommendations and uploading to the shared folder,Task
tk1047,,highlighting or resolving concerns from the IACS or Oxford side before submission,Task
tk1049,,periodic review,Task
tk1050,,multi-institutional projects compliance,Task
tk1051,,dual-institutional hosting requirements,Task
tk1053,,draft a compliance and licensing statement,Task
tk1056,25 August,"final review of demo scripts, annotated samples, and attendee feedback excerpts",Task
tk1058,20 August,prepare a draft lay abstract,Task
tk1059,6 September,section drafts due,Task
tk1060,13 September,integrated first draft circulation,Task
tk1061,25 September,target JOCCH submission,Task
tk1062,,repository maintenance lead (initial contact),Task
tk1063,,repository maintenance backup,Task
tk1064,,update the shared timeline tracker and maintain the checklist with progress on each deliverable,Task
tk1065,2025-08-18,draft lay abstract,Task
tk1068,,assigned sections and supplementary material contributions,Task
tk1073,2025-09-06,section draft,Task
tk1075,6 September,section drafts deadline,Task
tk1077,26 August,upload current drafts,Task
tk1078,13 September,full draft integration,Task
tk1079,29th,brief status check via email,Task
tk1080,2020-08-26,upload work-in-progress versions,Task
tk1081,,section draft deadline,Task
tk1082,2020-09-13,13 September integration,Task
tk1083,2020-08-29,brief status check,Task
tk1084,,institutional compliance appendices,Task
tk1086,2025-08-24,Oxford compliance appendix,Task
tk1087,2025-08-25,methods section overview,Task
tk1088,2025-08-29,29 August status check,Task
tk1090,2025-08-26,uploading Evaluation & Benchmarks section draft,Task
tk1094,,submission-ready review,Task
tk1095,,draft on the Historical Corpus Profiling section,Task
tk1097,,methods section,Task
tk1098,,upload the finalized version of the methods section,Task
tk1099,,annotate subsections for focused feedback,Task
tk1100,2025-09-01,compile the combined supplement,Task
tk1102,2025-09-13,full-draft circulation and review before 13 September,Task
tk1104,,cross-reference all texts to ensure correct citation and confirm alignment of embargo and attribution notes,Task
tk1105,2025-08-31,prepare merged compliance document in 'Supplement – Ready for Review' folder,Task
tk1106,,48-hour internal check window for quick review,Task
tk1107,,upload and label assigned sections including 'Corpus Digitization and Annotation Protocols' in the main directory,Task
tk1108,,provide input on token normalization approach and evaluation set selection logic,Task
tk1111,,detailing the timeline for the internal review period,Task
tk1113,,harmonizing terminology between institution-specific statements,Task
tk1114,tomorrow afternoon,provide direct in-document comments,Task
tk1115,,finalized methods section,Task
tk1116,,linking methods section to Evaluation & Benchmarks and Historical Corpus Profiling sections,Task
tk1117,,reviewing the supplement or associated draft files,Task
tk1118,1 September,track and resolve all queries before integration milestone,Task
tk1121,,named entity recognition,Task
tk1122,,dataset curation,Task
tk1123,2024-09-01,comprehensive internal review,Task
tk1126,,Methods & Results cross-reference integration,Task
tk1128,2025-09-08,Figure and table formatting corrections,Task
tk1129,2025-09-09,Address all action points,Task
tk1132,,camera-ready manuscript preparation,Task
tk1133,9 September,final 24-hour review of manuscript and supplement,Task
tk1134,9 September,formal JOCCH submission,Task
tk1138,,provide submission ID for records,Task
tk1141,2019-08-29,upload the revised manuscript and response document via the JOCCH submission portal,Task
tk1144,,address Reviewer 2’s formatting concern for Table 3,Task
tk1146,,append a suitable code snippet to the supplement that illustrates our privacy-aware data processing routine,Task
tk1148,2020-11-26,revision submission,Task
tk1151,,drafting an expanded discussion on cross-lingual model generalizability,Task
tk1153,2020-11-03,sharing a draft including new confusion matrices and error categories,Task
tk1156,,code appendix structure and requirements,Task
tk1157,2020-11-26,meet the 26 November revision deadline,Task
tk1159,2024-11-04,graphical abstract creation,Task
tk1160,,brainstorming visual concepts for cross-lingual model transfer workflow and dataset harmonization protocol,Task
tk1162,2024-11-04,sharing draft images in Drive folder,Task
tk1169,6 November,revision meeting,Task
tk1171,,annotate each code cell with a concise description and cross-reference lines with Supplement Section 2.2,Task
tk1175,,coordinate the “Response to Reviewers” document,Task
tk1176,,internal deadline at least one week prior to JOCCH’s cutoff to review the compiled package,Task
tk1177,,graphical abstract review,Task
tk1182,2019-11-10,graphical abstract edits and high-res export,Task
tk1183,,Python notebook supplement structuring,Task
tk1185,2019-11-12,Response to Reviewers document drafting,Task
tk1186,2019-11-19,internal review and consolidated submission,Task
tk1187,2019-11-26,journal submission cutoff,Task
tk1188,,confirm if new evaluation metrics fit journal word limits,Task
tk1189,,update manuscript’s Table 3 formatting,Task
tk1190,2019-11-10,finalize error analysis revision and expanded limitations,Task
tk1191,2019-11-10,edit graphical abstract and update Table 3 formatting,Task
tk1192,2019-11-12,annotate code appendix and coordinate on compliance supplement references,Task
tk1193,2019-11-12,consolidate Response to Reviewers and track manuscript changes,Task
tk1199,2022-11-12,finalize revisions before internal deadline,Task
tk1201,2025-11-15,review or contribute to portions interfacing with Section 4.2 or the code appendix,Task
tk1202,2025-11-19,meet internal minor revision deadline,Task
tk1206,19 November,complete code appendix and related compliance documentation,Task
tk1207,17 November,review final versions of both documents in the shared “JOCCH_Revision” Drive folder,Task
tk1208,19 November,prepare the materials for upload alongside the main revised manuscript and Response to Reviewers,Task
tk1210,2022-11-19,formal submission to the ACM Journal on Computing and Cultural Heritage,Task
tk1211,,submission to the ACM Journal on Computing and Cultural Heritage,Task
tk1213,2019-11-18,revised manuscript submission,Task
tk1216,,domain shift experiments between Gujarati and French datasets,Task
tk1217,,explicit analysis of transferability limits,Task
tk1218,,short methodological section on how anchors facilitate code transparency and reviewer navigation,Task
